,order_id,sms_in_bkash_cnt,sms_in_d0_bkash_cnt,sms_in_d3_bkash_cnt,sms_in_d7_bkash_cnt,sms_in_d14_bkash_cnt,sms_in_d30_bkash_cnt,sms_in_nagad_cnt,sms_in_d0_nagad_cnt,sms_in_d3_nagad_cnt,sms_in_d7_nagad_cnt,sms_in_d14_nagad_cnt,sms_in_d30_nagad_cnt,sms_in_trx_cnt,sms_in_d0_trx_cnt,sms_in_d3_trx_cnt,sms_in_d7_trx_cnt,sms_in_d14_trx_cnt,sms_in_d30_trx_cnt,sms_in_trx_unique_phone,sms_in_d0_trx_unique_phone,sms_in_d3_trx_unique_phone,sms_in_d7_trx_unique_phone,sms_in_d14_trx_unique_phone,sms_in_d30_trx_unique_phone,sms_in_bkash_trx_cnt,sms_in_d0_bkash_trx_cnt,sms_in_d3_bkash_trx_cnt,sms_in_d7_bkash_trx_cnt,sms_in_d14_bkash_trx_cnt,sms_in_d30_bkash_trx_cnt,sms_in_nagad_trx_cnt,sms_in_d0_nagad_trx_cnt,sms_in_d3_nagad_trx_cnt,sms_in_d7_nagad_trx_cnt,sms_in_d14_nagad_trx_cnt,sms_in_d30_nagad_trx_cnt,sms_in_credit_cnt,sms_in_d0_credit_cnt,sms_in_d3_credit_cnt,sms_in_d7_credit_cnt,sms_in_d14_credit_cnt,sms_in_d30_credit_cnt,sms_in_nagad_credit_cnt,sms_in_d0_nagad_credit_cnt,sms_in_d3_nagad_credit_cnt,sms_in_d7_nagad_credit_cnt,sms_in_d14_nagad_credit_cnt,sms_in_d30_nagad_credit_cnt,sms_in_bkash_credit_cnt,sms_in_d0_bkash_credit_cnt,sms_in_d3_bkash_credit_cnt,sms_in_d7_bkash_credit_cnt,sms_in_d14_bkash_credit_cnt,sms_in_d30_bkash_credit_cnt,sms_in_nagad_debit_cnt,sms_in_d0_nagad_debit_cnt,sms_in_d3_nagad_debit_cnt,sms_in_d7_nagad_debit_cnt,sms_in_d14_nagad_debit_cnt,sms_in_d30_nagad_debit_cnt,sms_in_bkash_debit_cnt,sms_in_d0_bkash_debit_cnt,sms_in_d3_bkash_debit_cnt,sms_in_d7_bkash_debit_cnt,sms_in_d14_bkash_debit_cnt,sms_in_d30_bkash_debit_cnt,sms_in_credit_amount,sms_in_d0_credit_amount,sms_in_d3_credit_amount,sms_in_d7_credit_amount,sms_in_d14_credit_amount,sms_in_d30_credit_amount,sms_in_min_credit_amount,sms_in_d0_min_credit_amount,sms_in_d3_min_credit_amount,sms_in_d7_min_credit_amount,sms_in_d14_min_credit_amount,sms_in_d30_min_credit_amount,sms_in_max_credit_amount,sms_in_d0_max_credit_amount,sms_in_d3_max_credit_amount,sms_in_d7_max_credit_amount,sms_in_d14_max_credit_amount,sms_in_d30_max_credit_amount,sms_in_min_debit_amount,sms_in_d0_min_debit_amount,sms_in_d3_min_debit_amount,sms_in_d7_min_debit_amount,sms_in_d14_min_debit_amount,sms_in_d30_min_debit_amount,sms_in_max_debit_amount,sms_in_d0_max_debit_amount,sms_in_d3_max_debit_amount,sms_in_d7_max_debit_amount,sms_in_d14_max_debit_amount,sms_in_d30_max_debit_amount,sms_in_min_bkash_credit_amount,sms_in_d0_min_bkash_credit_amount,sms_in_d3_min_bkash_credit_amount,sms_in_d7_min_bkash_credit_amount,sms_in_d14_min_bkash_credit_amount,sms_in_d30_min_bkash_credit_amount,sms_in_max_bkash_credit_amount,sms_in_d0_max_bkash_credit_amount,sms_in_d3_max_bkash_credit_amount,sms_in_d7_max_bkash_credit_amount,sms_in_d14_max_bkash_credit_amount,sms_in_d30_max_bkash_credit_amount,sms_in_min_bkash_debit_amount,sms_in_d0_min_bkash_debit_amount,sms_in_d3_min_bkash_debit_amount,sms_in_d7_min_bkash_debit_amount,sms_in_d14_min_bkash_debit_amount,sms_in_d30_min_bkash_debit_amount,sms_in_max_bkash_debit_amount,sms_in_d0_max_bkash_debit_amount,sms_in_d3_max_bkash_debit_amount,sms_in_d7_max_bkash_debit_amount,sms_in_d14_max_bkash_debit_amount,sms_in_d30_max_bkash_debit_amount,sms_in_min_nagad_credit_amount,sms_in_d0_min_nagad_credit_amount,sms_in_d3_min_nagad_credit_amount,sms_in_d7_min_nagad_credit_amount,sms_in_d14_min_nagad_credit_amount,sms_in_d30_min_nagad_credit_amount,sms_in_max_nagad_credit_amount,sms_in_d0_max_nagad_credit_amount,sms_in_d3_max_nagad_credit_amount,sms_in_d7_max_nagad_credit_amount,sms_in_d14_max_nagad_credit_amount,sms_in_d30_max_nagad_credit_amount,sms_in_min_nagad_debit_amount,sms_in_d0_min_nagad_debit_amount,sms_in_d3_min_nagad_debit_amount,sms_in_d7_min_nagad_debit_amount,sms_in_d14_min_nagad_debit_amount,sms_in_d30_min_nagad_debit_amount,sms_in_max_nagad_debit_amount,sms_in_d0_max_nagad_debit_amount,sms_in_d3_max_nagad_debit_amount,sms_in_d7_max_nagad_debit_amount,sms_in_d14_max_nagad_debit_amount,sms_in_d30_max_nagad_debit_amount,sms_in_debit_amount,sms_in_d0_debit_amount,sms_in_d3_debit_amount,sms_in_d7_debit_amount,sms_in_d14_debit_amount,sms_in_d30_debit_amount,sms_in_nagad_credit_amount,sms_in_d0_nagad_credit_amount,sms_in_d3_nagad_credit_amount,sms_in_d7_nagad_credit_amount,sms_in_d14_nagad_credit_amount,sms_in_d30_nagad_credit_amount,sms_in_nagad_debit_amount,sms_in_d0_nagad_debit_amount,sms_in_d3_nagad_debit_amount,sms_in_d7_nagad_debit_amount,sms_in_d14_nagad_debit_amount,sms_in_d30_nagad_debit_amount,sms_in_bkash_credit_amount,sms_in_d0_bkash_credit_amount,sms_in_d3_bkash_credit_amount,sms_in_d7_bkash_credit_amount,sms_in_d14_bkash_credit_amount,sms_in_d30_bkash_credit_amount,sms_in_bkash_debit_amount,sms_in_d0_bkash_debit_amount,sms_in_d3_bkash_debit_amount,sms_in_d7_bkash_debit_amount,sms_in_d14_bkash_debit_amount,sms_in_d30_bkash_debit_amount,sms_in_max_balance,sms_in_d0_max_balance,sms_in_d3_max_balance,sms_in_d7_max_balance,sms_in_d14_max_balance,sms_in_d30_max_balance,sms_in_min_balance,sms_in_d0_min_balance,sms_in_d3_min_balance,sms_in_d7_min_balance,sms_in_d14_min_balance,sms_in_d30_min_balance
0,3004264069588582408,230,0,0,8,12,42,148,0,4,8,18,62,328,0,4,16,30,92,2,0,1,2,2,2,200,0,0,8,12,38,128,0,4,8,18,54,118,0,4,8,18,46,118,0,4,8,18,46,156,0,0,6,8,30,8,0,0,0,0,6,44,0,0,2,4,8,139610.0,0.0,2400.0,3460.0,6960.0,33640.0,10.0,-1.0,200.0,10.0,10.0,10.0,20020.0,-1.0,1000.0,1000.0,3000.0,3000.0,200.0,-1.0,-1.0,525.0,525.0,200.0,2600.0,-1.0,-1.0,525.0,700.0,1875.0,10.0,-1.0,-1.0,10.0,10.0,10.0,20020.0,-1.0,-1.0,550.0,3000.0,3000.0,200.0,-1.0,-1.0,525.0,525.0,400.0,2600.0,-1.0,-1.0,525.0,700.0,1875.0,100.0,-1.0,200.0,200.0,200.0,200.0,10150.0,-1.0,1000.0,1000.0,1000.0,2400.0,200.0,-1.0,-1.0,-1.0,-1.0,200.0,1785.0,-1.0,-1.0,-1.0,-1.0,400.0,5570.0,0.0,0.0,0.0,0.0,2000.0,139610.0,0.0,2400.0,3460.0,6960.0,33640.0,5570.0,0.0,0.0,0.0,0.0,2000.0,225920.0,0.0,0.0,1720.0,7720.0,19250.0,38640.0,0.0,0.0,1050.0,2450.0,7000.0,20024.09,-1.0,1025.2,1025.2,3339.59,4690.5,2.75,-1.0,262.2,262.2,256.45,26.24
